transaction_narration,label
Demat account funding Ref001824 Amt33949 INR,investment
Amazon online shopping Ref001825 Amt46028 INR,shopping
Credit card EMI payment Ref001826 Amt18927 INR,emi
Cafe coffee purchase Ref001827 Amt44251 INR,food
Loan EMI auto debit Ref001828 Amt36443 INR,emi
Flight ticket purchase Ref001829 Amt20669 INR,travel
Credit card EMI payment Ref001830 Amt37698 INR,emi
Credit card EMI payment Ref001831 Amt49000 INR,emi
Flight ticket purchase Ref001832 Amt48407 INR,travel
Ola cab booking Ref001833 Amt48297 INR,travel
Train ticket booking IRCTC Ref001834 Amt13651 INR,travel
Ola cab booking Ref001835 Amt16464 INR,travel
Clothing store purchase Ref001836 Amt10323 INR,shopping
Zomato order payment Ref001837 Amt5243 INR,food
PPF account contribution Ref001838 Amt534 INR,investment
Amazon online shopping Ref001839 Amt31707 INR,shopping
Personal loan EMI Ref001840 Amt20771 INR,emi
PPF account contribution Ref001841 Amt18104 INR,investment
Stock market purchase Ref001842 Amt33597 INR,investment
Bike loan installment Ref001843 Amt14655 INR,emi
Flipkart purchase Ref001844 Amt3648 INR,shopping
Electronics store payment Ref001845 Amt31447 INR,shopping
Amazon online shopping Ref001846 Amt33030 INR,shopping
Bike loan installment Ref001847 Amt45079 INR,emi
Flight ticket purchase Ref001848 Amt7988 INR,travel
Electronics store payment Ref001849 Amt20786 INR,shopping
Zomato order payment Ref001850 Amt44278 INR,food
Flight ticket purchase Ref001851 Amt38176 INR,travel
Restaurant bill payment Ref001852 Amt23797 INR,food
Clothing store purchase Ref001853 Amt12365 INR,shopping
Clothing store purchase Ref001854 Amt15641 INR,shopping
Bike loan installment Ref001855 Amt40279 INR,emi
Home loan EMI deduction Ref001856 Amt12152 INR,emi
Crypto investment transfer Ref001857 Amt13897 INR,investment
Demat account funding Ref001858 Amt24025 INR,investment
Demat account funding Ref001859 Amt29638 INR,investment
Hotel stay payment Ref001860 Amt8694 INR,travel
Flipkart purchase Ref001861 Amt6645 INR,shopping
Credit card EMI payment Ref001862 Amt36494 INR,emi
Crypto investment transfer Ref001863 Amt12949 INR,investment
Ola cab booking Ref001864 Amt31097 INR,travel
Swiggy food delivery Ref001865 Amt27724 INR,food
Stock market purchase Ref001866 Amt41430 INR,investment
Supermarket shopping bill Ref001867 Amt47322 INR,shopping
Bike loan installment Ref001868 Amt19763 INR,emi
Personal loan EMI Ref001869 Amt37313 INR,emi
Cafe coffee purchase Ref001870 Amt6586 INR,food
Uber ride payment Ref001871 Amt14220 INR,travel
Bike loan installment Ref001872 Amt41378 INR,emi
Cafe coffee purchase Ref001873 Amt48897 INR,food
Home loan EMI deduction Ref001874 Amt23756 INR,emi
Personal loan EMI Ref001875 Amt36635 INR,emi
Home loan EMI deduction Ref001876 Amt1399 INR,emi
Mutual fund SIP investment Ref001877 Amt23109 INR,investment
Flipkart purchase Ref001878 Amt37904 INR,shopping
Supermarket shopping bill Ref001879 Amt11538 INR,shopping
Home loan EMI deduction Ref001880 Amt21405 INR,emi
Electronics store payment Ref001881 Amt48368 INR,shopping
Mutual fund SIP investment Ref001882 Amt25073 INR,investment
Clothing store purchase Ref001883 Amt30492 INR,shopping
Ola cab booking Ref001884 Amt42081 INR,travel
Bike loan installment Ref001885 Amt41471 INR,emi
Supermarket shopping bill Ref001886 Amt26627 INR,shopping
Zomato order payment Ref001887 Amt10716 INR,food
Credit card EMI payment Ref001888 Amt20644 INR,emi
Home loan EMI deduction Ref001889 Amt46658 INR,emi
Personal loan EMI Ref001890 Amt42347 INR,emi
Demat account funding Ref001891 Amt29256 INR,investment
Personal loan EMI Ref001892 Amt34240 INR,emi
Crypto investment transfer Ref001893 Amt11065 INR,investment
Uber ride payment Ref001894 Amt8294 INR,travel
Train ticket booking IRCTC Ref001895 Amt48850 INR,travel
Swiggy food delivery Ref001896 Amt11038 INR,food
Mutual fund SIP investment Ref001897 Amt6362 INR,investment
Cafe coffee purchase Ref001898 Amt36042 INR,food
Zomato order payment Ref001899 Amt26118 INR,food
Amazon online shopping Ref001900 Amt6911 INR,shopping
Personal loan EMI Ref001901 Amt10276 INR,emi
Cafe coffee purchase Ref001902 Amt20374 INR,food
Ola cab booking Ref001903 Amt48438 INR,travel
Bike loan installment Ref001904 Amt41157 INR,emi
Ola cab booking Ref001905 Amt34620 INR,travel
Uber ride payment Ref001906 Amt2403 INR,travel
Home loan EMI deduction Ref001907 Amt31305 INR,emi
PPF account contribution Ref001908 Amt17952 INR,investment
Electronics store payment Ref001909 Amt8954 INR,shopping
Flipkart purchase Ref001910 Amt38820 INR,shopping
Electronics store payment Ref001911 Amt41456 INR,shopping
Electronics store payment Ref001912 Amt34405 INR,shopping
Clothing store purchase Ref001913 Amt22852 INR,shopping
PPF account contribution Ref001914 Amt14985 INR,investment
Cafe coffee purchase Ref001915 Amt20276 INR,food
Bike loan installment Ref001916 Amt17126 INR,emi
Train ticket booking IRCTC Ref001917 Amt791 INR,travel
Bakery item purchase Ref001918 Amt49795 INR,food
Train ticket booking IRCTC Ref001919 Amt18893 INR,travel
PPF account contribution Ref001920 Amt645 INR,investment
Crypto investment transfer Ref001921 Amt19735 INR,investment
Cafe coffee purchase Ref001922 Amt19296 INR,food
Flipkart purchase Ref001923 Amt573 INR,shopping
Clothing store purchase Ref001924 Amt12458 INR,shopping
PPF account contribution Ref001925 Amt28746 INR,investment
Stock market purchase Ref001926 Amt10800 INR,investment
Crypto investment transfer Ref001927 Amt14556 INR,investment
Loan EMI auto debit Ref001928 Amt27771 INR,emi
Hotel stay payment Ref001929 Amt40287 INR,travel
Home loan EMI deduction Ref001930 Amt42597 INR,emi
Clothing store purchase Ref001931 Amt27160 INR,shopping
Uber ride payment Ref001932 Amt12054 INR,travel
Train ticket booking IRCTC Ref001933 Amt7332 INR,travel
PPF account contribution Ref001934 Amt29772 INR,investment
Personal loan EMI Ref001935 Amt32343 INR,emi
Train ticket booking IRCTC Ref001936 Amt1371 INR,travel
Uber ride payment Ref001937 Amt35159 INR,travel
Swiggy food delivery Ref001938 Amt6802 INR,food
Home loan EMI deduction Ref001939 Amt8294 INR,emi
Mutual fund SIP investment Ref001940 Amt15357 INR,investment
Swiggy food delivery Ref001941 Amt1065 INR,food
Stock market purchase Ref001942 Amt22507 INR,investment
Demat account funding Ref001943 Amt32762 INR,investment
Bike loan installment Ref001944 Amt45774 INR,emi
Restaurant bill payment Ref001945 Amt5357 INR,food
Uber ride payment Ref001946 Amt17565 INR,travel
Mutual fund SIP investment Ref001947 Amt35698 INR,investment
Stock market purchase Ref001948 Amt12695 INR,investment
Bike loan installment Ref001949 Amt926 INR,emi
Swiggy food delivery Ref001950 Amt25318 INR,food
Stock market purchase Ref001951 Amt48440 INR,investment
Swiggy food delivery Ref001952 Amt30301 INR,food
Bakery item purchase Ref001953 Amt43747 INR,food
Flight ticket purchase Ref001954 Amt25601 INR,travel
Home loan EMI deduction Ref001955 Amt10494 INR,emi
Bakery item purchase Ref001956 Amt34239 INR,food
Restaurant bill payment Ref001957 Amt31637 INR,food
Credit card EMI payment Ref001958 Amt23720 INR,emi
Swiggy food delivery Ref001959 Amt7500 INR,food
Flight ticket purchase Ref001960 Amt21367 INR,travel
Swiggy food delivery Ref001961 Amt18194 INR,food
Amazon online shopping Ref001962 Amt26039 INR,shopping
Uber ride payment Ref001963 Amt2852 INR,travel
Electronics store payment Ref001964 Amt45215 INR,shopping
Flipkart purchase Ref001965 Amt24439 INR,shopping
Swiggy food delivery Ref001966 Amt10434 INR,food
Mutual fund SIP investment Ref001967 Amt45054 INR,investment
Clothing store purchase Ref001968 Amt49878 INR,shopping
Zomato order payment Ref001969 Amt23399 INR,food
Hotel stay payment Ref001970 Amt7138 INR,travel
Flight ticket purchase Ref001971 Amt15348 INR,travel
Personal loan EMI Ref001972 Amt42347 INR,emi
Bike loan installment Ref001973 Amt48150 INR,emi
Uber ride payment Ref001974 Amt45270 INR,travel
Demat account funding Ref001975 Amt47574 INR,investment
Train ticket booking IRCTC Ref001976 Amt2687 INR,travel
Crypto investment transfer Ref001977 Amt36736 INR,investment
Personal loan EMI Ref001978 Amt45781 INR,emi
Stock market purchase Ref001979 Amt37239 INR,investment
Hotel stay payment Ref001980 Amt22884 INR,travel
Bike loan installment Ref001981 Amt18143 INR,emi
Supermarket shopping bill Ref001982 Amt10608 INR,shopping
Bakery item purchase Ref001983 Amt10259 INR,food
Demat account funding Ref001984 Amt17358 INR,investment
Clothing store purchase Ref001985 Amt29858 INR,shopping
Bakery item purchase Ref001986 Amt24940 INR,food
Uber ride payment Ref001987 Amt40714 INR,travel
Personal loan EMI Ref001988 Amt15749 INR,emi
Loan EMI auto debit Ref001989 Amt43241 INR,emi
Electronics store payment Ref001990 Amt12543 INR,shopping
Electronics store payment Ref001991 Amt36240 INR,shopping
Hotel stay payment Ref001992 Amt18655 INR,travel
Bike loan installment Ref001993 Amt42102 INR,emi
Loan EMI auto debit Ref001994 Amt6408 INR,emi
Amazon online shopping Ref001995 Amt2968 INR,shopping
Ola cab booking Ref001996 Amt2149 INR,travel
Uber ride payment Ref001997 Amt31909 INR,travel
Uber ride payment Ref001998 Amt2185 INR,travel
Electronics store payment Ref001999 Amt43217 INR,shopping
PPF account contribution Ref002000 Amt40992 INR,investment
Clothing store purchase Ref002001 Amt3316 INR,shopping
Credit card EMI payment Ref002002 Amt39811 INR,emi
Zomato order payment Ref002003 Amt13779 INR,food
Mutual fund SIP investment Ref002004 Amt30774 INR,investment
Restaurant bill payment Ref002005 Amt36670 INR,food
Demat account funding Ref002006 Amt46527 INR,investment
Bakery item purchase Ref002007 Amt17520 INR,food
Amazon online shopping Ref002008 Amt48223 INR,shopping
Restaurant bill payment Ref002009 Amt5207 INR,food
Hotel stay payment Ref002010 Amt6464 INR,travel
Swiggy food delivery Ref002011 Amt34942 INR,food
Stock market purchase Ref002012 Amt12756 INR,investment
Flipkart purchase Ref002013 Amt37457 INR,shopping
Hotel stay payment Ref002014 Amt49199 INR,travel
Electronics store payment Ref002015 Amt48996 INR,shopping
Bakery item purchase Ref002016 Amt23559 INR,food
Crypto investment transfer Ref002017 Amt6922 INR,investment
Ola cab booking Ref002018 Amt36142 INR,travel
PPF account contribution Ref002019 Amt22219 INR,investment
Hotel stay payment Ref002020 Amt39416 INR,travel
Demat account funding Ref002021 Amt20753 INR,investment
Clothing store purchase Ref002022 Amt24461 INR,shopping
Crypto investment transfer Ref002023 Amt47670 INR,investment
Personal loan EMI Ref002024 Amt15875 INR,emi
Supermarket shopping bill Ref002025 Amt14119 INR,shopping
PPF account contribution Ref002026 Amt48896 INR,investment
Home loan EMI deduction Ref002027 Amt29748 INR,emi
Crypto investment transfer Ref002028 Amt112 INR,investment
Restaurant bill payment Ref002029 Amt39143 INR,food
Bakery item purchase Ref002030 Amt8952 INR,food
Loan EMI auto debit Ref002031 Amt19782 INR,emi
Ola cab booking Ref002032 Amt20737 INR,travel
Restaurant bill payment Ref002033 Amt36384 INR,food
Supermarket shopping bill Ref002034 Amt37499 INR,shopping
Flipkart purchase Ref002035 Amt6279 INR,shopping
Cafe coffee purchase Ref002036 Amt23408 INR,food
Ola cab booking Ref002037 Amt17466 INR,travel
Personal loan EMI Ref002038 Amt16474 INR,emi
Train ticket booking IRCTC Ref002039 Amt19780 INR,travel
Bakery item purchase Ref002040 Amt26301 INR,food
Flipkart purchase Ref002041 Amt48220 INR,shopping
Restaurant bill payment Ref002042 Amt31723 INR,food
Flight ticket purchase Ref002043 Amt45293 INR,travel
Amazon online shopping Ref002044 Amt39109 INR,shopping
Loan EMI auto debit Ref002045 Amt47993 INR,emi
Electronics store payment Ref002046 Amt5243 INR,shopping
Restaurant bill payment Ref002047 Amt22901 INR,food
Crypto investment transfer Ref002048 Amt7999 INR,investment
Hotel stay payment Ref002049 Amt849 INR,travel
Mutual fund SIP investment Ref002050 Amt20074 INR,investment
Amazon online shopping Ref002051 Amt21026 INR,shopping
Supermarket shopping bill Ref002052 Amt9902 INR,shopping
Personal loan EMI Ref002053 Amt45828 INR,emi
Ola cab booking Ref002054 Amt3410 INR,travel
Crypto investment transfer Ref002055 Amt49438 INR,investment
Supermarket shopping bill Ref002056 Amt33177 INR,shopping
Swiggy food delivery Ref002057 Amt28407 INR,food
Bike loan installment Ref002058 Amt9800 INR,emi
Train ticket booking IRCTC Ref002059 Amt5509 INR,travel
PPF account contribution Ref002060 Amt48944 INR,investment
Bakery item purchase Ref002061 Amt26261 INR,food
Loan EMI auto debit Ref002062 Amt26217 INR,emi
Electronics store payment Ref002063 Amt45835 INR,shopping
Ola cab booking Ref002064 Amt31617 INR,travel
Flipkart purchase Ref002065 Amt32072 INR,shopping
PPF account contribution Ref002066 Amt12951 INR,investment
Supermarket shopping bill Ref002067 Amt48312 INR,shopping
Flipkart purchase Ref002068 Amt15980 INR,shopping
Restaurant bill payment Ref002069 Amt28284 INR,food
Personal loan EMI Ref002070 Amt5971 INR,emi
Cafe coffee purchase Ref002071 Amt27857 INR,food
Home loan EMI deduction Ref002072 Amt12583 INR,emi
Home loan EMI deduction Ref002073 Amt39020 INR,emi
Restaurant bill payment Ref002074 Amt11192 INR,food
Personal loan EMI Ref002075 Amt29080 INR,emi
Flipkart purchase Ref002076 Amt28966 INR,shopping
Swiggy food delivery Ref002077 Amt13186 INR,food
Credit card EMI payment Ref002078 Amt49758 INR,emi
Zomato order payment Ref002079 Amt48569 INR,food
Swiggy food delivery Ref002080 Amt40798 INR,food
Train ticket booking IRCTC Ref002081 Amt1000 INR,travel
Loan EMI auto debit Ref002082 Amt20096 INR,emi
Crypto investment transfer Ref002083 Amt1590 INR,investment
Credit card EMI payment Ref002084 Amt48597 INR,emi
Flipkart purchase Ref002085 Amt13456 INR,shopping
Supermarket shopping bill Ref002086 Amt49275 INR,shopping
Personal loan EMI Ref002087 Amt31755 INR,emi
Flipkart purchase Ref002088 Amt45652 INR,shopping
Cafe coffee purchase Ref002089 Amt38307 INR,food
Amazon online shopping Ref002090 Amt16841 INR,shopping
Uber ride payment Ref002091 Amt18713 INR,travel
Hotel stay payment Ref002092 Amt17878 INR,travel
Cafe coffee purchase Ref002093 Amt43010 INR,food
Zomato order payment Ref002094 Amt25570 INR,food
Home loan EMI deduction Ref002095 Amt7170 INR,emi
Restaurant bill payment Ref002096 Amt42659 INR,food
Stock market purchase Ref002097 Amt25049 INR,investment
Amazon online shopping Ref002098 Amt20773 INR,shopping
PPF account contribution Ref002099 Amt34936 INR,investment
Swiggy food delivery Ref002100 Amt13133 INR,food
Electronics store payment Ref002101 Amt36845 INR,shopping
Zomato order payment Ref002102 Amt16313 INR,food
Clothing store purchase Ref002103 Amt21960 INR,shopping
Crypto investment transfer Ref002104 Amt48884 INR,investment
Uber ride payment Ref002105 Amt22826 INR,travel
Home loan EMI deduction Ref002106 Amt41075 INR,emi
Credit card EMI payment Ref002107 Amt32950 INR,emi
Loan EMI auto debit Ref002108 Amt41111 INR,emi
Bike loan installment Ref002109 Amt2031 INR,emi
Clothing store purchase Ref002110 Amt14883 INR,shopping
Train ticket booking IRCTC Ref002111 Amt25845 INR,travel
Uber ride payment Ref002112 Amt47934 INR,travel
PPF account contribution Ref002113 Amt44533 INR,investment
Flipkart purchase Ref002114 Amt27450 INR,shopping
Hotel stay payment Ref002115 Amt10110 INR,travel
Demat account funding Ref002116 Amt39773 INR,investment
Bike loan installment Ref002117 Amt35635 INR,emi
Ola cab booking Ref002118 Amt42860 INR,travel
Hotel stay payment Ref002119 Amt35578 INR,travel
Ola cab booking Ref002120 Amt20350 INR,travel
Flipkart purchase Ref002121 Amt28284 INR,shopping
Hotel stay payment Ref002122 Amt10457 INR,travel
Loan EMI auto debit Ref002123 Amt36625 INR,emi
Amazon online shopping Ref002124 Amt12167 INR,shopping
Credit card EMI payment Ref002125 Amt47749 INR,emi
Restaurant bill payment Ref002126 Amt27234 INR,food
Demat account funding Ref002127 Amt29132 INR,investment
Credit card EMI payment Ref002128 Amt12416 INR,emi
Swiggy food delivery Ref002129 Amt12207 INR,food
Bakery item purchase Ref002130 Amt40532 INR,food
Personal loan EMI Ref002131 Amt37261 INR,emi
Flipkart purchase Ref002132 Amt39183 INR,shopping
Ola cab booking Ref002133 Amt45147 INR,travel
Restaurant bill payment Ref002134 Amt5308 INR,food
Stock market purchase Ref002135 Amt33020 INR,investment
Electronics store payment Ref002136 Amt46762 INR,shopping
Credit card EMI payment Ref002137 Amt25492 INR,emi
Crypto investment transfer Ref002138 Amt9112 INR,investment
Ola cab booking Ref002139 Amt14929 INR,travel
Cafe coffee purchase Ref002140 Amt1083 INR,food
Bike loan installment Ref002141 Amt14685 INR,emi
Ola cab booking Ref002142 Amt4434 INR,travel
Flight ticket purchase Ref002143 Amt40539 INR,travel
Demat account funding Ref002144 Amt30085 INR,investment
Flight ticket purchase Ref002145 Amt26633 INR,travel
Bakery item purchase Ref002146 Amt48290 INR,food
Demat account funding Ref002147 Amt25931 INR,investment
Supermarket shopping bill Ref002148 Amt39015 INR,shopping
Supermarket shopping bill Ref002149 Amt42134 INR,shopping
Bakery item purchase Ref002150 Amt7264 INR,food
Crypto investment transfer Ref002151 Amt2879 INR,investment
Hotel stay payment Ref002152 Amt35349 INR,travel
Mutual fund SIP investment Ref002153 Amt36649 INR,investment
PPF account contribution Ref002154 Amt41430 INR,investment
